node_idx,hit_id,particle_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7
24112,51820,639539940547362816,98,9.0,0,0
24113,51822,153124723792805888,98,13.0,0,0
24113,52002,153124723792805888,104,13.0,0,0
24113,51893,153124723792805888,101,13.0,0,0
24114,51823,734087838773018624,98,15.0,0,0
24115,51828,878213747087245312,98,17.0,0,0
24115,51883,878213747087245312,101,17.0,0,0
24115,51748,878213747087245312,96,17.0,0,0
24116,51829,639512865073528832,98,13.0,0,0
24116,51732,639512865073528832,96,13.0,0,0
24117,51833,734094504562262016,98,13.0,0,0
24118,51837,22526725510397952,98,13.0,0,0
24119,51839,954774322277253120,98,12.0,0,0
24120,51841,873711384410456064,98,13.0,0,0
24120,51758,873711384410456064,96,13.0,0,0
24121,51846,274723906596634624,98,13.0,0,0
24121,51761,274723906596634624,96,13.0,0,0
24122,51847,0,99,0.0,0,123
24123,51848,734090175235227648,99,11.0,0,0
24124,51849,153136612262281216,99,12.0,0,0
24124,51789,153136612262281216,97,12.0,0,0
24125,51850,639513964585156608,99,14.0,0,0
24125,51791,639513964585156608,97,14.0,0,0
24126,51851,153135169153269760,99,13.0,0,0
24127,51852,355786157268664320,99,15.0,0,0
24127,51792,355786157268664320,97,15.0,0,0
24128,51854,734095741512843264,100,10.0,0,0
24129,51855,941257613520142336,100,12.0,0,0
24130,51856,797159742752423936,100,16.0,0,0
24130,51853,797159742752423936,99,16.0,0,0
24131,51857,382809473019805696,100,12.0,0,0
24132,51859,364798098167300096,100,12.0,0,0
24133,51860,0,100,0.0,0,123
24134,51869,891715543717904384,101,10.0,0,0
24134,51976,891715543717904384,104,10.0,0,0
24135,51870,873717912760745984,101,12.0,0,0
24135,51959,873717912760745984,104,12.0,0,0
24136,51872,274721501414948864,101,9.0,0,0
24137,51873,927742966347333632,101,13.0,0,0
24138,51874,797147579405041664,101,14.0,0,0
24138,51759,797147579405041664,96,14.0,0,0
24138,51800,797147579405041664,98,14.0,0,0
24139,51878,810648551401979904,101,14.0,0,0
24140,51880,860195019250728960,101,15.0,0,0
24140,51784,860195019250728960,96,15.0,0,0
24140,51795,860195019250728960,98,15.0,0,0
24141,51881,445863441215782912,101,15.0,0,0
24141,51739,445863441215782912,96,15.0,0,0
24141,51826,445863441215782912,98,15.0,0,0
24142,51884,797147648124518400,101,12.0,0,0
24142,51993,797147648124518400,104,12.0,0,0
24142,52086,797147648124518400,106,12.0,0,0
24143,51886,324260203962826752,101,12.0,0,0
24143,52005,324260203962826752,104,12.0,0,0
24143,51840,324260203962826752,98,12.0,0,0
24144,51888,220684834236792832,101,12.0,0,0
24144,51836,220684834236792832,98,12.0,0,0
24145,51894,702562229064564736,101,13.0,0,0
24146,51896,418835589979176960,101,15.0,0,0
24146,51843,418835589979176960,98,15.0,0,0
24146,51986,418835589979176960,104,15.0,0,0
24147,51898,585469532106129408,101,14.0,0,0
24147,51807,585469532106129408,98,14.0,0,0
24148,51899,657529187728359424,101,17.0,0,0
24148,52087,657529187728359424,106,17.0,0,0
24148,51958,657529187728359424,104,17.0,0,0
24149,51902,571961344564133888,101,11.0,0,0
24150,51904,639531350612770816,101,6.0,0,0
24151,51905,9007267974217728,101,15.0,0,0
24151,52019,9007267974217728,106,15.0,0,0
24151,51989,9007267974217728,104,15.0,0,0
24152,51919,734098902608773120,101,15.0,0,0
24152,51950,734098902608773120,104,15.0,0,0
24153,51920,711576094108549120,102,13.0,0,0
24154,51921,797159674032947200,102,14.0,0,0
24154,51935,797159674032947200,103,14.0,0,0
24155,51924,671040398927331328,102,13.0,0,0
24156,51927,54050136195596288,102,11.0,0,0
24157,51928,598981567938822144,102,13.0,0,0
24157,51861,598981567938822144,100,13.0,0,0
24158,51931,112594869767110656,102,14.0,0,0
24159,51932,941253146754154496,102,8.0,0,0
24160,51933,126102851150675968,102,8.0,0,0
24161,51934,364800091032125440,103,12.0,0,0
24162,51936,94586930888441856,103,12.0,0,0
24163,51938,810652812009537536,103,10.0,0,0
24164,51939,18019140153376768,103,12.0,0,0
24165,51940,797159880191377408,103,10.0,0,0
24166,51941,801647124583284736,103,11.0,0,0
24166,51929,801647124583284736,102,11.0,0,0
24167,51942,535929180290809856,103,12.0,0,0
24168,51943,0,103,0.0,0,123
24169,51944,297239293393371136,103,15.0,0,0
24169,51925,297239293393371136,102,15.0,0,0
24170,51947,797141944407949312,104,10.0,0,0
24171,51956,734091206027378688,104,12.0,0,0
24172,51957,22533047702257664,104,10.0,0,0
24173,51960,58547138753200128,104,10.0,0,0
24174,51961,180145771801214976,104,12.0,0,0
24174,52044,180145771801214976,106,12.0,0,0
24175,51962,4515488096845824,104,13.0,0,0
24175,52048,4515488096845824,106,13.0,0,0
24176,51964,364813216452182016,104,12.0,0,0
24176,51892,364813216452182016,101,12.0,0,0
24177,51967,752103130635698176,104,14.0,0,0
24177,52037,752103130635698176,106,14.0,0,0
24178,51968,409829971272400896,104,11.0,0,0
24178,51885,409829971272400896,101,11.0,0,0
24179,51970,445863509935259648,104,12.0,0,0
24179,52089,445863509935259648,106,12.0,0,0
24180,51972,526923149267173376,104,10.0,0,0
24180,51897,526923149267173376,101,10.0,0,0
24181,51973,315253623183376384,104,12.0,0,0
24182,51981,445856431829155840,104,12.0,0,0
24183,51982,747603929054838784,104,11.0,0,0
24184,51983,860189796570497024,104,7.0,0,0
24185,51985,585471318812524544,104,15.0,0,0
24185,52055,585471318812524544,106,15.0,0,0
24185,51866,585471318812524544,101,15.0,0,0
24186,51988,932252544569180160,104,12.0,0,0
24186,51863,932252544569180160,101,12.0,0,0
24187,51997,103599833859751936,104,14.0,0,0
24187,51891,103599833859751936,101,14.0,0,0
24188,52001,878203095568351232,104,14.0,0,0
24188,51912,878203095568351232,101,14.0,0,0
24189,52006,837676677516492800,104,11.0,0,0
24189,52020,837676677516492800,106,11.0,0,0
24190,52021,968287732499480576,106,15.0,0,0
24190,49083,968287732499480576,1,15.0,0,0
24191,52024,941257476081188864,106,11.0,0,0
24191,51995,941257476081188864,104,11.0,0,0
24192,52026,837676814955446272,106,14.0,0,0
24193,52028,220690537953361920,106,14.0,0,0
24194,52029,657530012362080256,106,8.0,0,0
24195,52030,797137683800391680,106,16.0,0,0
24195,51952,797137683800391680,104,16.0,0,0
24195,51864,797137683800391680,101,16.0,0,0
24196,52031,693556610357788672,106,11.0,0,0
24197,52034,630505047343497216,106,10.0,0,0
24198,52036,211675642117226496,106,13.0,0,0
24199,52038,824173231618392064,106,12.0,0,0
24199,51949,824173231618392064,104,12.0,0,0
24200,52040,94575729613733888,106,11.0,0,0
24201,52041,797143799833821184,106,12.0,0,0
24201,49079,797143799833821184,1,12.0,0,0
24202,52043,153135512750653440,106,12.0,0,0
24202,51977,153135512750653440,104,12.0,0,0
24203,52045,445873817856770048,106,13.0,0,0
24203,51998,445873817856770048,104,13.0,0,0
24204,52050,797141806968995840,106,14.0,0,0
24204,52000,797141806968995840,104,14.0,0,0
24205,52053,797137340203008000,106,12.0,0,0
24206,52057,941257132483805184,106,12.0,0,0
24206,52004,941257132483805184,104,12.0,0,0
24206,51917,941257132483805184,101,12.0,0,0
24207,52059,247699010297528320,106,12.0,0,0
24207,51951,247699010297528320,104,12.0,0,0
24208,52061,779126927423176704,106,12.0,0,0
24208,49073,779126927423176704,1,12.0,0,0
24209,52062,49544337544970240,106,13.0,0,0
24209,49063,49544337544970240,1,13.0,0,0
24210,52088,220686689662664704,106,15.0,0,0
24210,49097,220686689662664704,1,15.0,0,0
24211,52090,418843630157955072,107,16.0,0,0
24211,52109,418843630157955072,108,16.0,0,0
24212,52091,0,107,0.0,0,123
24213,52092,797159948927647746,107,15.0,0,0
24213,52104,797159948927647746,108,15.0,0,0
24214,52093,0,107,0.0,0,123
24215,52094,797159948927655938,107,12.0,0,0
24215,52102,797159948927655938,108,12.0,0,0
24216,52095,211678734493679616,107,13.0,0,0
24217,52096,4512533159346176,107,13.0,0,0
24217,52008,4512533159346176,105,13.0,0,0
24218,52097,598981705377775616,107,12.0,0,0
24219,52098,301753338381205504,107,13.0,0,0
24220,52099,324259448048582656,107,11.0,0,0
24221,52100,571962031758901248,107,10.0,0,0
24222,52103,333269052485009408,108,8.0,0,0
24223,52106,860194950531252224,108,8.0,0,0
24224,52108,0,108,0.0,0,123
24225,52110,797159948927651842,108,18.0,0,0
24226,52112,4516450169520128,1,17.0,0,0
24226,55028,4516450169520128,106,17.0,0,0
24227,52116,621497641930326016,1,11.0,0,0
24228,52121,216178142232969216,1,13.0,0,0
24228,54936,216178142232969216,104,13.0,0,0
24228,55021,216178142232969216,106,13.0,0,0
24229,52123,864704116436238336,1,14.0,0,0
24229,52210,864704116436238336,4,14.0,0,0
24230,52125,4507173040160768,1,10.0,0,0
24231,52129,301759523134111744,1,12.0,0,0
24231,55066,301759523134111744,106,12.0,0,0
24232,52130,18016047776923648,1,15.0,0,0
24232,52262,18016047776923648,4,15.0,0,0
24233,52135,54048349489201152,1,15.0,0,0
24233,52238,54048349489201152,4,15.0,0,0
24234,52139,355784508001222656,1,15.0,0,0
24234,52220,355784508001222656,4,15.0,0,0
24234,52305,355784508001222656,6,15.0,0,0
24235,52140,117095720615411712,1,14.0,0,0
24236,52143,4516381450043392,1,7.0,0,0
24237,52146,873709941301444608,1,12.0,0,0
24237,52274,873709941301444608,4,12.0,0,0
24238,52148,292740710287802368,1,11.0,0,0
24238,52257,292740710287802368,4,11.0,0,0
24239,52150,297239224673894400,1,14.0,0,0
24239,54993,297239224673894400,106,14.0,0,0
24239,52273,297239224673894400,4,14.0,0,0
24240,52154,445857393901830144,1,14.0,0,0
24240,55030,445857393901830144,106,14.0,0,0
24240,52268,445857393901830144,4,14.0,0,0
24241,52155,824162717538451456,1,11.0,0,0
24242,52156,950265431250173952,1,12.0,0,0
24243,52159,445863372496306176,1,11.0,0,0
24244,52168,292747582235475968,1,14.0,0,0
24244,55027,292747582235475968,106,14.0,0,0
24245,52169,666535424910426112,1,14.0,0,0
24245,52242,666535424910426112,4,14.0,0,0
24246,52170,873710972093595648,1,11.0,0,0
24247,52171,968287732499480576,1,15.0,0,0
24247,55049,968287732499480576,106,15.0,0,0
24248,52174,301756568196612096,1,16.0,0,0
24248,52250,301756568196612096,4,16.0,0,0
24249,52175,707070020580016128,1,9.0,0,0
24250,52178,779126927423176704,1,12.0,0,0
24250,55065,779126927423176704,106,12.0,0,0
24251,52179,797137271483531264,1,14.0,0,0
24251,55031,797137271483531264,106,14.0,0,0
24252,52180,333267334498091008,2,12.0,0,0
24253,52182,18019002714423296,2,16.0,0,0
24253,55083,18019002714423296,108,16.0,0,0
24254,52183,306250684536193024,2,12.0,0,0
24254,52205,306250684536193024,3,12.0,0,0
24255,52185,427842926672871424,2,14.0,0,0
24255,52204,427842926672871424,3,14.0,0,0
24256,52186,873722035929350144,2,10.0,0,0
24257,52188,598981636658298880,2,13.0,0,0
24258,52191,432353879284252672,2,12.0,0,0
24259,52192,9010016753287168,2,14.0,0,0
24260,52193,540433604551901184,2,12.0,0,0
24261,52194,941264691626246144,2,13.0,0,0
24262,52195,914237115267547136,2,9.0,0,0
24262,52199,914237115267547136,3,9.0,0,0
24263,52196,274723769157681152,2,11.0,0,0
24264,52197,49542963155435520,2,14.0,0,0
24265,52200,873732000253476864,3,9.0,0,0
24266,52201,860203196868460544,3,8.0,0,0
24267,52202,360289413298651136,3,15.0,0,0
24267,52198,360289413298651136,2,15.0,0,0
24268,52203,391821620076871680,3,14.0,0,0
24269,52207,157626261835874304,3,8.0,0,0
24270,52209,445887836630024192,4,12.0,0,0
24270,52118,445887836630024192,1,12.0,0,0
24271,52362,58550231129653248,9,13.0,0,0
24271,52285,58550231129653248,6,13.0,0,0
24272,52294,153133245007921152,6,15.0,0,0
24272,52124,153133245007921152,1,15.0,0,0
24272,52211,153133245007921152,4,15.0,0,0
24273,52216,4512601878822912,4,12.0,0,0
24273,52161,4512601878822912,1,12.0,0,0
24274,52218,157628254700699648,4,11.0,0,0
24275,52219,346779164172353536,4,14.0,0,0
24275,52336,346779164172353536,6,14.0,0,0
24275,52405,346779164172353536,9,14.0,0,0
24276,52221,301759523134111744,4,12.0,0,0
24277,52222,801643276292587520,4,11.0,0,0
24278,52225,139617154726100992,4,14.0,0,0
24278,52393,139617154726100992,9,14.0,0,0
24278,52327,139617154726100992,6,14.0,0,0
24279,52228,364809917917298688,4,16.0,0,0
24279,52122,364809917917298688,1,16.0,0,0
24280,52232,630506078135648256,4,14.0,0,0
24280,52138,630506078135648256,1,14.0,0,0
24280,55010,630506078135648256,106,14.0,0,0
24281,52235,103592412156264448,4,12.0,0,0
24281,52315,103592412156264448,6,12.0,0,0
24282,52237,292747582235475968,4,14.0,0,0
24283,52239,495413757355229184,4,10.0,0,0
24284,52404,968280929271283712,9,17.0,0,0
24284,52309,968280929271283712,6,17.0,0,0
24284,52443,968280929271283712,12,17.0,0,0
24285,52246,558453225741615104,4,14.0,0,0
24285,52286,558453225741615104,6,14.0,0,0
24286,52251,671048507825586176,4,10.0,0,0
24287,52252,707075793016061952,4,13.0,0,0
24287,52317,707075793016061952,6,13.0,0,0
24288,52254,49542825716482048,4,13.0,0,0
24288,52313,49542825716482048,6,13.0,0,0
24289,52255,648523087985246208,4,15.0,0,0
24289,52284,648523087985246208,6,15.0,0,0
24289,52372,648523087985246208,9,15.0,0,0
24290,52256,707069951860539392,4,11.0,0,0
24290,52297,707069951860539392,6,11.0,0,0
24291,52258,837674753371144192,4,12.0,0,0
24291,52414,837674753371144192,9,12.0,0,0
24291,52296,837674753371144192,6,12.0,0,0
24292,52260,22521708988596224,4,14.0,0,0
24292,52323,22521708988596224,6,14.0,0,0
24293,52261,63055067707604992,4,15.0,0,0
24293,52158,63055067707604992,1,15.0,0,0
24294,52263,22521777708072960,4,16.0,0,0
24294,52307,22521777708072960,6,16.0,0,0
24295,52265,864715730027806720,4,14.0,0,0
24296,52270,225181080880152576,4,12.0,0,0
24296,52334,225181080880152576,6,12.0,0,0
24297,52271,747598775094083584,4,12.0,0,0
24297,52303,747598775094083584,6,12.0,0,0
24298,52275,337772171076042752,5,12.0,0,0
24299,52276,301744404849229824,5,9.0,0,0
24300,52277,216178485830352896,5,11.0,0,0
24301,52278,229700211109265408,5,12.0,0,0
24301,52206,229700211109265408,3,12.0,0,0
24302,52283,301743099179171840,6,13.0,0,0
24302,52385,301743099179171840,9,13.0,0,0
24303,52287,954770199108648960,6,14.0,0,0
24304,52288,801643138853634048,6,11.0,0,0
24304,52213,801643138853634048,4,11.0,0,0
24305,52289,153124586353852416,6,16.0,0,0
24305,52164,153124586353852416,1,16.0,0,0
24305,52233,153124586353852416,4,16.0,0,0
24306,52290,117097507321806848,6,13.0,0,0
24306,52240,117097507321806848,4,13.0,0,0
24307,52291,216178348391399424,6,9.0,0,0
24308,52470,445867358225956864,12,10.0,0,0
24308,52384,445867358225956864,9,10.0,0,0
24309,52295,139617498323484672,6,9.0,0,0
24310,52298,184648752953294848,6,15.0,0,0
24310,52267,184648752953294848,4,15.0,0,0
24311,52299,873715919895920640,6,14.0,0,0
24311,52245,873715919895920640,4,14.0,0,0
24311,52142,873715919895920640,1,14.0,0,0
24312,52300,517916980804583424,6,13.0,0,0
24312,52374,517916980804583424,9,13.0,0,0
24313,52302,734095604073889792,6,16.0,0,0
24314,52311,734094642001215488,6,14.0,0,0
24314,52157,734094642001215488,1,14.0,0,0
24314,52259,734094642001215488,4,14.0,0,0
24315,52578,517917874157780992,17,16.0,0,0
24315,52496,517917874157780992,14,16.0,0,0
24315,52710,517917874157780992,20,16.0,0,0
24316,52580,261210358935453696,17,13.0,0,0
24317,52316,229686329774964736,6,14.0,0,0
24318,52318,891713894450462720,6,13.0,0,0
24319,52325,364805382431834112,6,14.0,0,0
24319,52234,364805382431834112,4,14.0,0,0
24319,52144,364805382431834112,1,14.0,0,0
24320,52326,963771488488390656,6,13.0,0,0
24321,52330,445860829875666944,6,11.0,0,0
24322,52335,797145930137600000,6,11.0,0,0
24322,52401,797145930137600000,9,11.0,0,0
24323,52339,22526931668828160,7,13.0,0,0
24324,52340,526923699022987264,7,13.0,0,0
24325,52341,864694289551065088,7,10.0,0,0
24326,52346,324260410121256960,7,14.0,0,0
24326,52354,324260410121256960,8,14.0,0,0
24327,52347,364806000907124736,8,15.0,0,0
24327,52342,364806000907124736,7,15.0,0,0
24328,52349,292735899924430848,8,15.0,0,0
24328,52344,292735899924430848,7,15.0,0,0
24329,52351,878205225872130048,8,11.0,0,0
24330,52353,63054105634930688,8,12.0,0,0
24331,52356,909727399606747136,8,13.0,0,0
24332,52358,562952908358811648,8,10.0,0,0
24333,52361,324260341401780224,9,13.0,0,0
24333,52474,324260341401780224,12,13.0,0,0
24334,52364,779126652545269760,9,12.0,0,0
24335,52366,711569497038782464,9,16.0,0,0
24335,52462,711569497038782464,12,16.0,0,0
24336,52368,680046155073060864,9,14.0,0,0
24337,52369,707072357042225152,9,12.0,0,0
24337,52324,707072357042225152,6,12.0,0,0
24338,52373,680046429950967808,9,10.0,0,0
24339,52375,301756774355042304,9,12.0,0,0
24339,52314,301756774355042304,6,12.0,0,0
24340,52377,22522052585979904,9,15.0,0,0
24340,52333,22522052585979904,6,15.0,0,0
24341,52515,180144122533773312,14,16.0,0,0
24342,52380,333269189923962880,9,12.0,0,0
24343,52381,364813972366426112,9,13.0,0,0
24343,52440,364813972366426112,12,13.0,0,0
24344,52382,117095102140121088,9,13.0,0,0
24344,52292,117095102140121088,6,13.0,0,0
24345,52386,436850263366565888,9,13.0,0,0
24345,52304,436850263366565888,6,13.0,0,0
24346,52387,157628460859129856,9,13.0,0,0
24347,52388,927743859700531200,9,12.0,0,0
24347,52467,927743859700531200,12,12.0,0,0
24347,52527,927743859700531200,14,12.0,0,0
24348,52389,90073641814851584,9,14.0,0,0
24348,52243,90073641814851584,4,14.0,0,0
24348,52308,90073641814851584,6,14.0,0,0
24349,52390,63050738380570624,9,10.0,0,0
24350,52392,117107059329073152,9,14.0,0,0
24350,52454,117107059329073152,12,14.0,0,0
24351,52395,306247248562356224,9,14.0,0,0
24351,52322,306247248562356224,6,14.0,0,0
24352,52397,734086945419821056,9,14.0,0,0
24352,52465,734086945419821056,12,14.0,0,0
24353,52398,189152421300142080,9,11.0,0,0
24353,52455,189152421300142080,12,11.0,0,0
24354,52402,391819214895185920,9,15.0,0,0
24354,52471,391819214895185920,12,15.0,0,0
24355,52793,711578293131804672,23,11.0,0,0
24355,52846,711578293131804672,25,11.0,0,0
24356,52406,292741053885186048,9,16.0,0,0
24356,52312,292741053885186048,6,16.0,0,0
24357,52407,526921293841301504,9,14.0,0,0
24357,52441,526921293841301504,12,14.0,0,0
24358,52408,711572245817851904,9,13.0,0,0
24358,52477,711572245817851904,12,13.0,0,0
24359,52413,103593374228938752,9,12.0,0,0
24359,52281,103593374228938752,6,12.0,0,0
24360,52419,306250959414099968,10,16.0,0,0
24360,52429,306250959414099968,11,16.0,0,0
24361,52420,662040415217647616,10,12.0,0,0
24362,52422,707066103569842176,10,13.0,0,0
24362,52350,707066103569842176,8,13.0,0,0
24363,52423,4531087418064896,10,14.0,0,0
24364,52424,851190912372441088,10,12.0,0,0
24364,52357,851190912372441088,8,12.0,0,0
24365,52425,558448209219813376,10,14.0,0,0
24365,52355,558448209219813376,8,14.0,0,0
24366,52428,292734525534896128,11,12.0,0,0
24367,52430,391814473251291136,11,8.0,0,0
24368,52432,211672549740773376,11,13.0,0,0
24369,52435,535936601994297344,11,11.0,0,0
24370,52436,364800297190555648,11,10.0,0,0
24371,52437,432348656604020736,12,13.0,0,0
24371,52370,432348656604020736,9,13.0,0,0
24372,52442,657532898580103168,12,15.0,0,0
24372,52412,657532898580103168,9,15.0,0,0
24373,52444,734104331447435264,12,11.0,0,0
24373,52371,734104331447435264,9,11.0,0,0
24374,52448,873713239836327936,12,12.0,0,0
24375,52449,112600092447342592,12,12.0,0,0
24375,52495,112600092447342592,14,12.0,0,0
24376,52451,301756843074519040,12,14.0,0,0
24376,52528,301756843074519040,14,14.0,0,0
24376,52415,301756843074519040,9,14.0,0,0
24377,52452,9010085472763904,12,14.0,0,0
24378,52457,225182249111257088,12,12.0,0,0
24378,52399,225182249111257088,9,12.0,0,0
24378,52498,225182249111257088,14,12.0,0,0
24379,52463,63068880322428928,12,8.0,0,0
24380,52464,216182265401573376,12,13.0,0,0
24380,52410,216182265401573376,9,13.0,0,0
24380,52329,216182265401573376,6,13.0,0,0
24381,52466,153126785377107968,12,10.0,0,0
24382,52898,364814522122240000,28,17.0,0,0
24382,52984,364814522122240000,31,17.0,0,0
24382,53062,364814522122240000,33,17.0,0,0
24383,52899,864691403333042176,28,13.0,0,0
24383,52757,864691403333042176,23,13.0,0,0
24383,52828,864691403333042176,25,13.0,0,0
24384,52475,324268450300035072,12,14.0,0,0
24384,52378,324268450300035072,9,14.0,0,0
24385,52481,225190564167942144,13,14.0,0,0
24386,52482,878208661845966848,13,13.0,0,0
24387,52483,914231136673071104,13,15.0,0,0
24388,52484,90073023339560960,13,10.0,0,0
24388,52427,90073023339560960,11,10.0,0,0
24389,52485,761109024220381184,13,11.0,0,0
24390,52486,301741243753299968,13,14.0,0,0
24390,52433,301741243753299968,11,14.0,0,0
24391,52487,76562155737972736,13,13.0,0,0
24391,52544,76562155737972736,15,13.0,0,0
24392,52488,711569634477735936,13,12.0,0,0
24393,52489,932256667737784320,13,13.0,0,0
24394,52492,526921362560778240,14,14.0,0,0
24395,52499,117118672920641536,14,10.0,0,0
24395,52568,117118672920641536,17,10.0,0,0
24396,52500,878208593126490112,14,10.0,0,0
24397,52504,810653980240642048,14,14.0,0,0
24397,52383,810653980240642048,9,14.0,0,0
24397,52439,810653980240642048,12,14.0,0,0
24398,52505,112600161166819328,14,13.0,0,0
24398,52573,112600161166819328,17,13.0,0,0
24399,52506,63057953925627904,14,11.0,0,0
24399,52603,63057953925627904,17,11.0,0,0
24399,52458,63057953925627904,12,11.0,0,0
24400,52510,837675921602248704,14,15.0,0,0
24401,52514,301759591853588480,14,13.0,0,0
24401,52472,301759591853588480,12,13.0,0,0
24402,52822,63051975331151872,25,13.0,0,0
24402,52901,63051975331151872,28,13.0,0,0
24403,52522,873722104648826880,14,11.0,0,0
24403,52473,873722104648826880,12,11.0,0,0
24404,52523,432346732458672128,14,10.0,0,0
24404,52558,432346732458672128,17,10.0,0,0
24405,52524,837670424044109824,14,12.0,0,0
24405,52579,837670424044109824,17,12.0,0,0
24406,52525,225189602095267840,14,11.0,0,0
24407,52529,837701141650210816,14,12.0,0,0
24407,52610,837701141650210816,17,12.0,0,0
24408,52534,562959024392241152,14,13.0,0,0
24409,52535,247700178528632832,14,16.0,0,0
24409,52660,247700178528632832,20,16.0,0,0
24409,52620,247700178528632832,17,16.0,0,0
24410,52537,837682862269399040,15,12.0,0,0
24411,52869,117097576041283584,26,15.0,0,0
24412,52870,585472212165722112,26,13.0,0,0
24412,52876,585472212165722112,27,13.0,0,0
24413,52871,788132683568906240,26,16.0,0,0
24413,52802,788132683568906240,24,16.0,0,0
24414,52539,481885572445503488,15,13.0,0,0
24415,52540,495399120106684416,15,12.0,0,0
24416,52541,954774253557776384,15,13.0,0,0
24417,52806,801650216959737856,24,13.0,0,0
24418,52543,0,15,0.0,0,123
24419,52546,630505665818787840,15,13.0,0,0
24420,52547,49546124251365376,16,14.0,0,0
24421,52548,801648980009156608,16,15.0,0,0
24422,52549,337792993077493760,16,13.0,0,0
24423,52550,711571146306224128,16,13.0,0,0
24424,52552,364797892008869888,16,14.0,0,0
24424,52626,364797892008869888,18,14.0,0,0
24425,52553,103584097099579392,16,16.0,0,0
24425,52542,103584097099579392,15,16.0,0,0
24426,52554,680046292512014336,16,16.0,0,0
24426,52545,680046292512014336,15,16.0,0,0
24427,52555,968290481278550016,16,12.0,0,0
24428,52837,423346886187941888,25,15.0,0,0
24428,52762,423346886187941888,23,15.0,0,0
24429,52569,860194744372822016,17,13.0,0,0
24430,52570,810650406827851776,17,11.0,0,0
24431,52571,558453294461091840,17,11.0,0,0
24431,52493,558453294461091840,14,11.0,0,0
24432,52916,711579049046048768,28,9.0,0,0
24433,52918,306244843380670464,28,11.0,0,0
24434,52582,166641432549916672,17,10.0,0,0
24434,52520,166641432549916672,14,10.0,0,0
24435,52583,526926172924149760,17,14.0,0,0
24436,52585,90073710534328320,17,14.0,0,0
24436,52684,90073710534328320,20,14.0,0,0
24437,52587,639520492935446528,17,13.0,0,0
24437,52675,639520492935446528,20,13.0,0,0
24438,52588,675541043617202176,17,12.0,0,0
24439,52589,130608100045488128,17,15.0,0,0
24439,52512,130608100045488128,14,15.0,0,0
24440,52590,950261582959476736,17,6.0,0,0
24440,52664,950261582959476736,20,6.0,0,0
24441,52591,292742771872104448,17,11.0,0,0
24442,52595,900721368583110656,17,13.0,0,0
24443,52598,333269258643439616,17,15.0,0,0
24443,52658,333269258643439616,20,15.0,0,0
24444,52599,27025102457536512,17,15.0,0,0
24444,52688,27025102457536512,20,15.0,0,0
24445,52600,306247317281832960,17,12.0,0,0
24445,52697,306247317281832960,20,12.0,0,0
24446,52601,373799868583378944,17,10.0,0,0
24447,52602,49542894435958784,17,11.0,0,0
24447,52702,49542894435958784,20,11.0,0,0
24448,52604,810649582194130944,17,12.0,0,0
24448,52536,810649582194130944,14,12.0,0,0
24449,52609,117101012015120384,17,16.0,0,0
24449,52502,117101012015120384,14,16.0,0,0
24450,52613,562959093111717888,17,15.0,0,0
24450,52652,562959093111717888,20,15.0,0,0
24451,52614,103593649106845696,17,13.0,0,0
24451,52526,103593649106845696,14,13.0,0,0
24452,52616,837675921602248704,17,15.0,0,0
24453,52621,950266805639708672,17,10.0,0,0
24454,52622,306259068312354816,18,14.0,0,0
24455,52623,364801327982706688,18,11.0,0,0
24456,52625,950261582976266242,18,7.0,0,0
24457,52628,779124728399921152,18,11.0,0,0
24458,52629,445856569268109312,18,12.0,0,0
24458,52643,445856569268109312,19,12.0,0,0
24459,52631,666533225887170560,18,11.0,0,0
24460,52632,139613650032787456,19,15.0,0,0
24460,52630,139613650032787456,18,15.0,0,0
24461,52634,779126996142653440,19,13.0,0,0
24462,52635,355788081414012928,19,14.0,0,0
24462,52714,355788081414012928,21,14.0,0,0
24463,52636,635008990568251392,19,13.0,0,0
24463,52627,635008990568251392,18,13.0,0,0
24464,52637,153127266413445120,19,13.0,0,0
24465,52640,337776912719937536,19,14.0,0,0
24465,52723,337776912719937536,21,14.0,0,0
24466,52641,189151253069037568,19,10.0,0,0
24466,52624,189151253069037568,18,10.0,0,0
24467,52645,747604066493792256,20,13.0,0,0
24467,52507,747604066493792256,14,13.0,0,0
24467,52577,747604066493792256,17,13.0,0,0
24468,52651,306250890694623232,20,8.0,0,0
24469,52653,495398295472963584,20,13.0,0,0
24469,52769,495398295472963584,23,13.0,0,0
24470,52654,391818940017278976,20,12.0,0,0
24471,52659,63056373377662976,20,15.0,0,0
24471,52607,63056373377662976,17,15.0,0,0
24472,52661,153127335132921856,20,9.0,0,0
24473,52662,819656506570964992,20,13.0,0,0
24473,52789,819656506570964992,23,13.0,0,0
24474,52668,63058022645104640,20,15.0,0,0
24474,52764,63058022645104640,23,15.0,0,0
24475,52670,409829833833447424,20,13.0,0,0
24475,52509,409829833833447424,14,13.0,0,0
24475,52566,409829833833447424,17,13.0,0,0
24476,52672,423338639850733568,20,10.0,0,0
24477,52673,855684959992545280,20,16.0,0,0
24477,52746,855684959992545280,23,16.0,0,0
24478,52674,743100535585898496,20,11.0,0,0
24478,52731,743100535585898496,23,11.0,0,0
24479,52676,27031218490966016,20,12.0,0,0
24479,52597,27031218490966016,17,12.0,0,0
24479,52772,27031218490966016,23,12.0,0,0
24480,52679,526922393352929280,20,13.0,0,0
